DEPTH,CNL_dec,DENS,SONI,LL9D,LL9S,MSFL,GrC,VCL,SW
11891.5,0.2161,2.474,82.51,1.542,1.446,1.722,159.8,0.3901,1
11892,0.2185,2.466,84.09,1.461,1.281,1.508,154.5,0.3583,1
11892.5,0.2161,2.447,83.91,1.31,1.175,1.506,157.5,0.3765,1
11893,0.2232,2.438,82.71,1.175,1.145,2.11,159,0.3856,1
11893.5,0.2232,2.483,81.54,1.154,1.208,2.42,162.1,0.4038,1
11894,0.2239,2.513,78.84,1.218,1.321,1.845,162.1,0.4038,1
11894.5,0.2246,2.517,75.43,1.334,1.334,1.472,162.1,0.4038,1
11895,0.2256,2.483,77.39,1.334,1.334,2.061,160.5,0.3947,1
11895.5,0.2256,2.466,77.64,1.334,1.119,1.773,162.1,0.4038,1
11896,0.2279,2.453,78.18,1.197,0.962,1.153,162.1,0.4038,1
11896.5,0.2208,2.434,77,0.998,0.846,0.866,162.1,0.4038,1
11897,0.2144,2.393,76.61,0.853,0.771,0.98,157.5,0.3765,1
11897.5,0.2067,2.367,79.36,0.76,0.722,1.115,154.5,0.3583,1
11898,0.2019,2.363,81.72,0.686,0.708,1.102,150,0.3311,1
11898.5,0.2043,2.352,82.93,0.67,0.648,0.975,144.7,0.2993,1
11899,0.2114,2.344,83.69,0.695,0.604,0.786,138.6,0.2629,1
11899.5,0.209,2.344,84.09,0.579,0.551,0.708,136.3,0.2493,1
11900,0.2067,2.344,84.09,0.52,0.521,0.7,136.3,0.2493,1
11900.5,0.2019,2.328,83.3,0.475,0.531,0.725,133.3,0.2311,1
11901,0.1901,2.336,84.09,0.449,0.553,0.836,128.8,0.2038,1
11901.5,0.1807,2.357,85.27,0.466,0.556,1.036,123.2,0.1705,1
11902,0.1677,2.391,86.06,0.483,0.577,1.2,115.1,0.1221,1
11902.5,0.1511,2.411,86.45,0.501,0.6,0.956,109.8,0.09026,1
11903,0.1455,2.43,86.45,0.539,0.623,0.72,109.1,0.08572,1
11903.5,0.1393,2.466,82.91,0.52,0.76,0.984,112.7,0.1077,1
11904,0.1334,2.515,81.52,0.559,1.042,1.422,121.2,0.1584,1
11904.5,0.1216,2.594,80.15,0.601,1.376,3.162,131.4,0.2197,1
11905,0.124,2.616,78.57,0.72,2.421,5.706,137.8,0.2584,1
11905.5,0.1322,2.619,78.57,0.903,3.002,4.239,139.4,0.2675,1
11906,0.1594,2.592,79.36,1.409,2.615,3.24,137.8,0.2584,1
11906.5,0.1866,2.611,75.82,2.755,2.383,3.497,141.9,0.2826,1
11907,0.2019,2.596,73.46,3.072,2.383,3.72,155.2,0.3629,1
11907.5,0.2077,2.584,70.31,2.586,2.383,3.251,162.1,0.4037,1
11908,0.2149,2.572,67.55,2.271,2.383,2.246,166.6,0.431,1
11908.5,0.2279,2.554,68.86,2.217,2.351,1.83,166.6,0.431,1
11909,0.2421,2.539,70.31,2.217,2.264,1.188,165.1,0.4219,1
11909.5,0.2575,2.533,72.67,2.217,2.181,1.192,170.4,0.4537,1
11910,0.2657,2.529,74.64,2.217,2.09,1.562,173.4,0.4719,1
11910.5,0.2728,2.537,74.97,2.062,2.062,1.176,175.7,0.4855,1
11911,0.2834,2.566,75.43,1.947,2.062,1.058,175.7,0.4855,1
11911.5,0.2917,2.586,77.79,1.917,2.122,0.891,180.2,0.5128,1
11912,0.2917,2.611,79.76,1.849,2.203,1.575,187.8,0.5582,1
11912.5,0.2846,2.623,79.36,1.849,2.217,1.531,187.8,0.5582,1
11913,0.2716,2.615,79.14,1.849,2.217,2.571,186.3,0.5491,1
11913.5,0.248,2.611,78.97,1.917,2.123,2.591,183.2,0.531,1
11914,0.2263,2.615,80.94,1.917,2.068,1.989,181,0.5177,1
11914.5,0.2138,2.594,81.72,1.917,2.055,1.413,181.9,0.5231,1
11915,0.2114,2.584,82.51,1.917,2.124,1.876,184.8,0.54,1
11915.5,0.2279,2.57,81.72,1.783,2.205,2.681,189.3,0.5673,1
11916,0.2279,2.56,81.33,1.783,2.289,2.648,195.4,0.6037,1
11916.5,0.2232,2.564,81.72,1.658,2.377,2.841,200.7,0.6355,1
11917,0.2397,2.58,81.72,1.658,2.469,3.069,202.9,0.6491,1
11917.5,0.2397,2.608,80.54,1.72,2.384,2.541,202.9,0.6491,1
11918,0.2397,2.6,81.72,1.816,2.341,2.138,200.7,0.6355,1
11918.5,0.2291,2.596,81.72,1.917,2.299,2.384,193.5,0.5923,1
11919,0.2208,2.576,79.36,2.062,2.299,2.756,187.8,0.5582,1
11919.5,0.2185,2.584,79.76,1.988,2.383,2.748,187.8,0.5582,1
11920,0.2256,2.604,80.94,1.917,2.383,2.389,195.4,0.6037,1
11920.5,0.2326,2.596,82.12,1.917,2.375,2.568,195.4,0.6037,1
11921,0.2397,2.584,80.15,1.917,2.217,2.536,195.4,0.6037,1
11921.5,0.2492,2.56,79.76,2.062,2.214,1.956,195.4,0.6037,1
11922,0.2586,2.548,80.15,2.062,2.177,1.459,195.4,0.6037,1
11922.5,0.2681,2.531,81.33,1.988,2.126,2.156,195.4,0.6037,1
11923,0.2645,2.525,80.94,1.958,2.062,1.558,195.4,0.6037,1
11923.5,0.2634,2.525,82.51,1.917,2.062,1.171,196.9,0.6127,1
11924,0.2645,2.509,84.09,1.783,2.027,1.562,195.4,0.6037,1
11924.5,0.2622,2.521,84.88,1.72,1.917,1.628,193.8,0.5946,1
11925,0.2586,2.509,80.15,1.72,1.917,0.914,190.8,0.5764,1
11925.5,0.2689,2.475,80.54,1.72,1.836,0.578,187.8,0.5582,1
11926,0.2775,2.44,80.09,1.72,1.637,0.612,183.2,0.531,1
11926.5,0.2799,2.422,79.36,1.658,1.606,0.689,181,0.5173,1
11927,0.2728,2.438,83.5,1.658,1.696,1.156,180.2,0.5128,1
11927.5,0.2799,2.466,86.06,1.571,1.779,1.468,180.2,0.5128,1
11928,0.2784,2.486,84.48,1.396,1.814,1.533,186.3,0.5491,1
11928.5,0.2775,2.516,87.24,1.383,1.863,1.96,189.3,0.5673,1
11929,0.2722,2.563,88.03,1.434,1.895,1.758,189.3,0.5673,1
11929.5,0.2681,2.58,86.06,1.434,1.954,1.725,190.8,0.5764,1
11930,0.261,2.608,82.51,1.658,2.032,2.282,193.8,0.5946,1
11930.5,0.2539,2.594,85.66,1.658,2.014,2.407,190.8,0.5764,1
11931,0.2468,2.592,85.27,1.783,1.971,2.383,189.3,0.5673,1
11931.5,0.2468,2.6,80.94,1.783,1.926,2.384,189.3,0.5673,1
11932,0.2515,2.584,84.09,1.849,1.917,1.968,187,0.5537,1
11932.5,0.2563,2.596,82.91,1.88,1.917,1.589,184.8,0.54,1
11933,0.2681,2.59,81.33,1.917,1.917,2.182,184.8,0.54,1
11933.5,0.2669,2.566,79.76,1.849,2.049,3.313,180.2,0.5128,1
11934,0.2657,2.548,77.79,1.783,2.071,2.768,177.2,0.4946,1
11934.5,0.2563,2.564,80.54,1.783,1.968,2.263,174.9,0.481,1
11935,0.2539,2.556,80.94,1.783,1.86,2.12,174.2,0.4764,1
11935.5,0.2515,2.541,82.51,1.849,1.732,3.423,177.2,0.4946,1
11936,0.2445,2.512,82.12,1.849,1.408,2.179,177.2,0.4946,1
11936.5,0.2374,2.487,81.25,1.783,1.201,1.664,172.7,0.4674,1
11937,0.2049,2.463,80.35,1.689,1.048,1.658,168.1,0.4401,1
11937.5,0.1931,2.44,79.36,1.553,0.998,2.061,162.1,0.4037,1
11938,0.1901,2.434,81.33,1.434,0.963,1.718,154.1,0.356,1
11938.5,0.1929,2.454,80.15,1.226,1.035,1.452,146.9,0.3129,1
11939,0.1972,2.485,80.94,1.113,1.15,1.376,143.9,0.2947,1
11939.5,0.2098,2.482,80.94,0.934,1.275,1.912,147.7,0.3174,1
11940,0.2161,2.493,79.36,0.863,1.524,2.364,151.5,0.3401,1
11940.5,0.2185,2.534,80.15,0.833,1.55,2.889,151.5,0.3401,1
11941,0.2138,2.564,80.89,0.963,1.412,2.989,147.7,0.3174,1
11941.5,0.2019,2.576,81.92,1.113,1.328,2.589,143.1,0.2902,1
11942,0.1925,2.548,83.3,1.197,1.3,2.266,136.8,0.2523,1
11942.5,0.1854,2.529,82.91,1.326,1.245,2.217,134.8,0.2402,1
11943,0.183,2.476,82.51,1.383,1.181,2.217,133.3,0.2311,1
11943.5,0.1818,2.448,79.76,1.334,1.149,2.286,134.5,0.2385,1
11944,0.1795,2.442,77.79,1.287,1.196,2.365,136.3,0.2493,1
11944.5,0.1724,2.442,76.61,1.175,1.261,2.299,136.8,0.2523,1
11945,0.176,2.43,76.21,1.113,1.29,2.258,137.5,0.2562,1
11945.5,0.176,2.43,76.21,1.073,1.258,2.277,137.7,0.2577,1
11946,0.1807,2.43,79.36,1.073,1.183,2.173,138.4,0.2615,1
11946.5,0.1878,2.43,79.36,1.073,1.154,2.047,139,0.2654,1
11947,0.1901,2.426,79.76,1.197,1.154,1.976,140.9,0.2765,1
11947.5,0.1948,2.426,78.57,1.154,1.154,1.916,143,0.2893,1
11948,0.1948,2.43,78.57,1.093,1.154,1.922,145.4,0.3038,1
11948.5,0.1948,2.444,78.57,1.073,1.157,1.998,149.2,0.3265,1
11949,0.1925,2.454,78.57,1.035,1.196,2.139,152.2,0.3447,1
11949.5,0.1925,2.458,80.15,1.035,1.198,2.133,154.5,0.3583,1
11950,0.1925,2.468,81.13,1.035,1.241,1.899,153,0.3492,1
11950.5,0.1925,2.493,81.51,1.054,1.197,1.783,153,0.3492,1
11951,0.1925,2.493,81.72,1.113,1.156,1.783,151.5,0.3401,1
11951.5,0.1948,2.466,82.12,1.073,1.116,1.783,151.5,0.3401,1
11952,0.1996,2.47,80.89,1.113,1.079,1.783,148.4,0.322,1
11952.5,0.1996,2.474,80.15,1.073,1.035,1.645,146.9,0.3129,1
11953,0.1996,2.482,80.15,1.032,1.006,1.603,146.9,0.3129,1
11953.5,0.1986,2.474,80.15,0.998,0.971,1.654,146.9,0.3129,1
11954,0.1972,2.474,80.15,0.963,0.954,1.625,146.9,0.3129,1
11954.5,0.2017,2.447,80.94,0.963,0.936,1.532,145.4,0.3038,1
11955,0.2043,2.438,81.72,0.895,0.922,1.432,148.4,0.322,1
11955.5,0.209,2.422,81.72,0.863,0.898,1.318,148.4,0.322,1
11956,0.2161,2.403,81.72,0.863,0.86,1.252,144.7,0.2993,1
11956.5,0.2244,2.407,81.51,0.863,0.802,1.244,143.9,0.2947,1
11957,0.235,2.391,81.33,0.863,0.748,1.154,143.9,0.2947,1
11957.5,0.2424,2.391,81.72,0.803,0.705,1.054,142.4,0.2856,1
11958,0.2492,2.391,82.12,0.774,0.663,1.058,142.4,0.2856,1
11958.5,0.2492,2.356,82.91,0.747,0.645,0.967,142.4,0.2856,1
11959,0.2492,2.356,82.66,0.695,0.648,0.864,143.9,0.2947,1
11959.5,0.2485,2.356,82.51,0.67,0.666,0.908,145.4,0.3038,1
11960,0.2476,2.352,83.3,0.646,0.698,1.088,146.9,0.3129,1
11960.5,0.2468,2.363,84.28,0.646,0.752,1.431,145.4,0.3038,1
11961,0.2456,2.387,84.74,0.672,0.853,1.716,146.9,0.3129,1
11961.5,0.2445,2.403,85.27,0.707,1,1.598,146.9,0.3129,1
11962,0.2396,2.422,85.27,0.774,1.072,1.487,144.7,0.2993,1
11962.5,0.2315,2.419,85.27,0.895,0.832,1.241,139.4,0.2675,1
11963,0.2208,2.399,83.69,0.963,0.711,1.113,133.3,0.2311,1
11963.5,0.2161,2.379,81.33,1.035,0.631,1.023,130.3,0.2129,1
11964,0.2161,2.379,79.36,0.818,0.601,0.895,128.8,0.2038,1
11964.5,0.2232,2.373,78.18,0.72,0.58,0.896,125.7,0.1857,1
11965,0.2303,2.363,80.54,0.646,0.553,0.805,125.7,0.1857,1
11965.5,0.2374,2.352,82.21,0.601,0.539,0.723,125.7,0.1857,1
11966,0.2415,2.344,83.69,0.559,0.558,0.805,125.7,0.1857,1
11966.5,0.2445,2.344,84.48,0.559,0.559,0.732,124.2,0.1766,1
11967,0.2468,2.34,86.06,0.559,0.579,0.694,124.2,0.1766,1
11967.5,0.2397,2.34,85.9,0.559,0.579,0.769,124.2,0.1766,1
11968,0.2358,2.332,85.66,0.559,0.579,0.832,124.2,0.1766,1
11968.5,0.2303,2.324,85.66,0.539,0.579,0.833,128.8,0.2038,1
11969,0.2243,2.32,85.66,0.559,0.6,0.833,128.8,0.2038,1
11969.5,0.2208,2.32,85.66,0.559,0.6,0.86,128.8,0.2038,1
11970,0.2138,2.324,85.83,0.559,0.607,0.885,128.8,0.2038,1
11970.5,0.2055,2.344,86.06,0.559,0.615,0.92,127.3,0.1948,1
11971,0.2043,2.359,85.27,0.559,0.621,1.016,127.3,0.1948,1
11971.5,0.2043,2.375,85.47,0.566,0.678,1.158,127.3,0.1948,1
11972,0.2032,2.382,85.66,0.579,0.894,1.577,128.8,0.2038,1
11972.5,0.2019,2.399,85.66,0.623,1.024,2.273,130.3,0.2129,1
11973,0.1996,2.442,84.74,0.733,1.193,2.782,134.8,0.2402,1
11973.5,0.1996,2.497,84.09,0.863,1.987,2.131,140.1,0.272,1
11974,0.2114,2.531,82.91,1.154,2.062,1.361,150,0.3311,1
11974.5,0.2208,2.541,80.54,1.599,2.062,1.022,157.5,0.3765,1
11975,0.2256,2.548,80.15,1.917,1.934,1.109,162.1,0.4037,1
11975.5,0.2303,2.552,80.94,1.849,1.917,1.527,162.1,0.4037,1
11976,0.2326,2.556,77.79,1.849,1.917,2.442,158.3,0.381,1
11976.5,0.235,2.56,78.57,1.783,1.978,1.993,157.5,0.3765,1
11977,0.2374,2.56,78.18,1.783,1.988,2.389,156,0.3674,1
11977.5,0.2374,2.56,78.78,1.783,1.988,2.501,155.3,0.3633,1
11978,0.2326,2.56,80.54,1.849,2.048,3.079,154.5,0.3583,1
11978.5,0.2279,2.556,80.15,1.849,2.079,3.101,153,0.3492,1
11979,0.2161,2.552,81.72,1.849,1.946,2.905,153,0.3492,1
11979.5,0.2303,2.572,79.17,1.849,1.756,2.451,157.5,0.3765,1
11980,0.2539,2.592,77,1.783,1.576,2.134,167.4,0.4356,1
11980.5,0.2775,2.592,77,1.571,1.542,2.014,175.7,0.4855,1
11981,0.2976,2.59,76.21,1.542,1.542,1.96,175.7,0.4855,1
11981.5,0.3177,2.588,77,1.487,1.463,1.925,171.9,0.4628,1
11982,0.3224,2.58,79.36,1.434,1.434,1.97,169.6,0.4492,1
11982.5,0.3206,2.58,82.12,1.371,1.434,1.89,167.1,0.4338,1
11983,0.3177,2.604,82.91,1.334,1.434,1.849,164.3,0.4174,1
11983.5,0.3122,2.6,82.12,1.287,1.434,1.849,161.3,0.3992,1
11984,0.3047,2.604,83.1,1.287,1.434,1.849,159,0.3856,1
11984.5,0.2964,2.604,83.44,1.287,1.434,1.815,159,0.3856,1
11985,0.2894,2.6,83.69,1.334,1.434,1.753,159,0.3856,1
11985.5,0.2941,2.596,83.69,1.334,1.434,1.64,159,0.3856,1
11986,0.2964,2.6,83.69,1.334,1.426,1.529,160.5,0.3947,1
11986.5,0.2988,2.586,82.51,1.334,1.392,1.463,160.5,0.3947,1
11987,0.2978,2.568,81.72,1.334,1.357,1.417,157.5,0.3765,1
11987.5,0.2929,2.547,82.23,1.287,1.303,1.363,157.5,0.3765,1
11988,0.2846,2.529,82.91,1.241,1.236,1.497,151.5,0.3401,1
11988.5,0.2645,2.509,83.3,1.197,1.164,1.531,147.3,0.3154,1
11989,0.2492,2.466,84.09,1.152,1.067,1.378,140.9,0.2765,1
11989.5,0.235,2.434,84.09,1.054,0.955,1.214,137.8,0.2584,1
11990,0.2185,2.426,82.91,0.998,0.88,1.079,125.6,0.1846,1
11990.5,0.2114,2.438,80.54,0.895,0.868,1.148,122.7,0.1675,1
11991,0.2114,2.438,79.76,0.791,0.887,1.394,112.1,0.1039,1
11991.5,0.209,2.43,79.36,0.774,0.91,1.469,110.6,0.09481,1
11992,0.2067,2.419,80.15,0.817,0.945,1.322,107.6,0.07663,1
11992.5,0.2067,2.407,80.15,0.833,0.998,1.312,106.1,0.06755,1
11993,0.2067,2.403,80.15,0.874,1.048,1.362,104.5,0.05846,1
11993.5,0.2161,2.407,80.54,0.928,1.08,1.417,104.5,0.05846,1
11994,0.2232,2.424,80.15,0.928,1.103,1.505,106.1,0.06755,1
11994.5,0.2326,2.438,79.76,1.035,1.078,1.562,109.1,0.08572,1
11995,0.2445,2.43,80.54,1.035,0.98,1.476,109.1,0.08572,1
11995.5,0.2445,2.417,80.94,1.035,0.912,1.201,112.1,0.1039,1
11996,0.2301,2.408,80.54,1.035,0.842,1.035,116.7,0.1312,1
11996.5,0.2185,2.395,80.94,0.951,0.8,1.035,115.1,0.1221,1
11997,0.2055,2.391,81.45,0.833,0.833,1.036,109.1,0.08572,1
11997.5,0.2001,2.379,82.51,0.72,0.851,1.079,104.5,0.05846,1
11998,0.196,2.367,84.09,0.789,0.895,1.147,101.5,0.04028,1
11998.5,0.1925,2.375,84.48,0.833,0.895,1.092,100.6,0.03473,1
11999,0.1901,2.383,83.69,0.833,0.878,1.076,100,0.0312,1
11999.5,0.1878,2.387,84.09,0.833,0.811,1.259,100,0.0312,1
12000,0.1913,2.375,84.09,0.833,0.812,1.321,101.5,0.04028,1
12000.5,0.2059,2.371,83.1,0.803,0.874,1.315,106.1,0.06755,1
12001,0.2138,2.356,82.51,0.803,0.93,1.438,109.1,0.08572,1
12001.5,0.211,2.348,82.51,0.863,0.923,1.378,112.9,0.1084,1
12002,0.2067,2.348,83.69,0.863,0.885,1.106,115.1,0.1221,1
12002.5,0.2161,2.361,83.69,0.895,0.844,1.073,112.9,0.1084,1
12003,0.2232,2.367,83.69,0.863,0.812,1.073,112.1,0.1039,1
12003.5,0.2232,2.359,83.26,0.818,0.784,1.053,115.1,0.1221,1
12004,0.2172,2.363,82.91,0.788,0.744,0.928,116.7,0.1312,1
12004.5,0.2138,2.356,83.69,0.76,0.718,0.928,118.2,0.1402,1
12005,0.2114,2.344,83.69,0.72,0.689,0.925,122.7,0.1675,1
12005.5,0.2147,2.341,83.69,0.72,0.646,0.895,128.8,0.2038,1
12006,0.2161,2.336,84.88,0.646,0.646,0.889,138.6,0.2629,1
12006.5,0.2138,2.34,85.19,0.67,0.646,0.832,146.9,0.3129,1
12007,0.2114,2.344,86.06,0.67,0.646,0.833,158.5,0.3825,1
12007.5,0.2232,2.356,87.24,0.646,0.674,0.866,164,0.4154,1
12008,0.2232,2.371,87.24,0.601,0.783,1.096,167.8,0.4385,1
12008.5,0.2232,2.399,87.24,0.645,0.992,1.901,171.1,0.4583,1
12009,0.2208,2.445,86.79,0.72,1.263,2.758,168.1,0.4401,1
12009.5,0.2126,2.478,87,0.895,1.39,2.629,162.8,0.4083,1
12010,0.209,2.438,86.5,1.162,1.531,1.757,160.5,0.3947,1
12010.5,0.209,2.426,85,1.487,1.234,1.241,147.4,0.3159,1
12011,0.209,2.422,80.74,1.287,1.07,1.241,136.3,0.2493,1
12011.5,0.209,2.409,78.35,1.035,1,1.236,131.8,0.222,1
12012,0.1996,2.403,77,0.94,0.989,1.104,124.2,0.1766,1
12012.5,0.1917,2.403,76.61,0.89,0.843,0.918,122.7,0.1675,1
12013,0.1866,2.403,78.77,0.833,0.754,0.751,121.1,0.1577,1
12013.5,0.183,2.361,80.94,0.747,0.669,0.722,119.7,0.1493,1
12014,0.183,2.344,81.72,0.664,0.659,0.745,117.9,0.1385,1
12014.5,0.1901,2.328,82.18,0.601,0.65,0.755,116.7,0.1312,1
12015,0.1901,2.346,83.3,0.579,0.721,0.871,118.2,0.1402,1
12015.5,0.1854,2.363,84.48,0.579,0.84,1.022,118.2,0.1402,1
12016,0.183,2.401,84.88,0.682,0.998,1.298,120.4,0.1533,1
12016.5,0.1795,2.426,84.09,0.803,0.998,1.547,122.7,0.1675,1
12017,0.176,2.426,82.12,0.895,0.976,1.44,122.7,0.1675,1
12017.5,0.1712,2.388,80.94,0.895,0.805,0.83,122.7,0.1675,1
12018,0.1689,2.354,80.94,0.833,0.716,0.777,125.3,0.1829,1
12018.5,0.1665,2.344,82.71,0.72,0.694,0.809,125.3,0.1829,1
12019,0.1665,2.363,83.69,0.646,0.743,0.879,126.8,0.1923,1
12019.5,0.1665,2.408,83.69,0.623,0.978,1.028,143.1,0.2902,1
12020,0.1854,2.45,83.69,0.72,1.345,1.301,154.5,0.3583,1
12020.5,0.2043,2.522,83.69,0.879,1.755,1.822,171.1,0.4583,1
12021,0.2256,2.58,81.72,1.005,2.069,2.367,193.8,0.5946,1
12021.5,0.2492,2.608,81.72,1.298,2.014,2.023,190.8,0.5764,1
12022,0.272,2.608,80.54,1.849,1.786,1.339,187.8,0.5582,1
12022.5,0.2903,2.573,79.76,1.988,1.694,0.921,181.7,0.5219,1
12023,0.2988,2.548,79.76,1.783,1.734,1.786,178.7,0.5037,1
12023.5,0.2799,2.541,82.51,1.542,1.778,2.544,181.7,0.5219,1
12024,0.2767,2.545,85.27,1.599,1.804,2.451,181.7,0.5219,1
12024.5,0.2728,2.525,86.84,1.658,1.89,2.383,178.7,0.5037,1
12025,0.2704,2.489,88.81,1.658,1.989,2.472,177.2,0.4946,1
12025.5,0.2681,2.453,84.68,1.696,2.174,2.657,177.2,0.4946,1
12026,0.261,2.339,82.52,1.768,2.299,2.657,178.7,0.5037,1
12026.5,0.2634,2.17,82.12,1.849,2.299,2.491,175.7,0.4855,1
12027,0.2704,2.044,80.54,1.952,2.257,1.691,175.7,0.4855,0.7814
12027.5,0.2752,2.009,78.57,2.138,2.068,0.79,175.7,0.4855,0.6972
12028,0.2909,2.037,77,2.138,1.885,0.439,172.7,0.4674,0.6919
12028.5,0.3083,2.093,77.39,1.849,1.811,0.485,171.1,0.4583,0.8746
12029,0.3264,2.176,77,1.658,1.706,0.53,174.2,0.4764,1
12029.5,0.3366,2.222,77.79,1.542,1.599,0.596,174.2,0.4764,1
12030,0.3437,2.375,79.76,1.487,1.599,0.604,174.2,0.4764,1
12030.5,0.346,2.578,80.96,1.434,1.599,0.716,174.2,0.4764,1
12031,0.3484,2.604,83.3,1.383,1.678,0.937,179.2,0.5067,1
12031.5,0.3419,2.572,84.88,1.383,1.889,1.315,184.8,0.54,1
12032,0.3287,2.56,84.09,1.515,1.953,1.682,184.8,0.54,1
12032.5,0.2947,2.58,85.27,1.658,1.917,1.382,181,0.5173,1
12033,0.2704,2.56,81.53,1.72,1.917,0.984,174.2,0.4764,1
12033.5,0.2586,2.56,79.94,1.72,1.881,0.822,168.4,0.4415,1
12034,0.2543,2.545,78.57,1.658,1.849,0.881,168.1,0.4401,1
12034.5,0.2515,2.537,78.99,1.658,2.009,1.616,171.1,0.4583,1
12035,0.2492,2.525,79.36,1.658,2.144,2.662,171.7,0.4616,1
12035.5,0.2397,2.564,82.91,1.783,2.107,2.709,172.7,0.4674,1
12036,0.2279,2.56,81.33,1.988,1.991,2.186,172.7,0.4674,1
12036.5,0.176,2.547,78.97,1.988,1.87,2.336,168.1,0.4401,1
12037,0.18,2.523,79.36,1.917,1.757,2.778,161.3,0.3992,1
12037.5,0.1783,2.493,77.39,1.679,1.72,2.901,152.2,0.3447,1
12038,0.187,2.508,75.82,1.542,1.72,2.663,145.4,0.3038,1
12038.5,0.19,2.521,76.11,1.542,1.68,2.356,142.4,0.2856,1
12039,0.1996,2.537,75.43,1.542,1.658,2.202,143.9,0.2947,1
12039.5,0.2019,2.525,76.61,1.461,1.743,2.426,142.4,0.2856,1
12040,0.1996,2.509,77.79,1.434,1.788,2.648,144.7,0.2993,1
12040.5,0.1972,2.509,78.97,1.434,1.759,2.394,148.4,0.322,1
12041,0.1965,2.513,78.97,1.542,1.612,2.072,152.2,0.3447,1
12041.5,0.1948,2.501,78.18,1.542,1.368,1.839,154.5,0.3583,1
12042,0.1948,2.497,78.97,1.434,1.289,1.644,156,0.3674,1
12042.5,0.1939,2.485,78.97,1.263,1.282,1.679,156,0.3674,1
12043,0.1925,2.478,80.54,1.154,1.341,2.207,157.5,0.3765,1
12043.5,0.1948,2.489,80.54,1.073,1.471,2.964,153,0.3492,1
12044,0.1948,2.501,80.38,1.197,1.617,2.922,148.4,0.322,1
12044.5,0.1948,2.509,80.15,1.334,1.505,2.199,145.4,0.3038,1
12045,0.1948,2.493,80.15,1.434,1.349,1.646,142.4,0.2856,1
12045.5,0.2019,2.485,78.97,1.434,1.254,1.487,136.3,0.2493,1
12046,0.2067,2.478,78.97,1.31,1.241,1.946,130.3,0.2129,1
12046.5,0.2055,2.474,79.44,1.175,1.241,2.097,125.7,0.1857,1
12047,0.2043,2.478,79.76,1.113,1.18,1.814,124.2,0.1766,1
12047.5,0.1972,2.47,80.15,1.113,1.097,1.375,122.7,0.1675,1
12048,0.1901,2.466,80.15,1.113,1.017,1.212,124.3,0.1769,1
12048.5,0.1878,2.461,80.15,1.073,0.947,1.235,126.8,0.1923,1
12049,0.1854,2.454,80.15,0.998,0.88,1.023,128.8,0.2038,1
12049.5,0.1783,2.466,79.76,0.96,0.815,1.045,128.8,0.2038,1
12050,0.1748,2.447,80.15,0.895,0.823,1.102,126.5,0.1902,1
12050.5,0.1724,2.434,80.25,0.829,0.881,1.07,125.7,0.1857,1
12051,0.1712,2.428,80.54,0.803,0.939,1.135,126.5,0.1905,1
12051.5,0.1712,2.426,80.94,0.747,0.958,1.242,127.3,0.1948,1
12052,0.1712,2.442,80.94,0.789,0.995,1.52,128.8,0.2038,1
12052.5,0.1854,2.464,80.94,0.879,0.973,1.243,131,0.2175,1
12053,0.1996,2.474,80.94,0.963,0.894,1.091,132.5,0.2265,1
12053.5,0.2114,2.464,79.36,0.998,0.814,1.011,136.3,0.2493,1
12054,0.2334,2.436,78.97,0.963,0.776,0.936,136.3,0.2493,1
12054.5,0.2586,2.415,77.89,0.833,0.796,0.983,134.8,0.2402,1
12055,0.2704,2.415,77.79,0.747,0.84,1.186,134.8,0.2402,1
12055.5,0.2728,2.426,80.15,0.72,0.922,1.013,134.8,0.2402,1
12056,0.2681,2.485,80.59,0.695,0.935,0.964,134.8,0.2402,1
12056.5,0.2366,2.478,80.94,0.774,0.816,1.002,128,0.1994,1
12057,0.2114,2.44,81.72,0.895,0.703,0.788,122,0.163,1
12057.5,0.2019,2.396,81.33,0.863,0.649,0.698,116.7,0.1312,1
12058,0.1889,2.371,81.72,0.774,0.623,0.672,114.4,0.1175,1
12058.5,0.176,2.371,81.33,0.695,0.623,0.648,113.6,0.113,1
12059,0.1771,2.391,80.54,0.634,0.623,0.827,115.1,0.1221,1
12059.5,0.1783,2.403,78.97,0.559,0.694,0.833,116,0.1269,1
12060,0.1807,2.411,79.17,0.57,0.807,0.833,117.9,0.1385,1
12060.5,0.1878,2.417,80,0.608,1.068,0.903,125.3,0.1828,1
12061,0.2132,2.446,81.9,0.72,1.29,1.3,135.8,0.2462,1
12061.5,0.235,2.495,82.1,0.818,1.497,1.253,145.4,0.3036,1
12062,0.2476,2.531,82,0.963,1.572,1.09,158.1,0.3801,1
12062.5,0.2634,2.576,78.57,1.211,1.728,0.934,175.7,0.4855,1
12063,0.2634,2.568,77.39,1.434,2.016,1.594,175.3,0.4832,1
12063.5,0.2634,2.548,79.5,1.542,2.241,2.803,174.2,0.4764,1
12064,0.2523,2.533,80.94,1.658,2.366,3.009,169.6,0.4492,1
12064.5,0.2421,2.537,84.88,1.883,2.383,2.815,165.1,0.4219,1
12065,0.2374,2.541,84.48,2.025,2.383,3.384,163.6,0.4128,1
12065.5,0.2353,2.521,84.48,2.096,2.215,3.297,158.3,0.381,1
12066,0.2315,2.499,83.3,2.138,2.016,2.721,150,0.3311,1
12066.5,0.2251,2.489,82.12,1.988,1.529,1.717,142.4,0.2856,1
