DEPTH,CNL_dec,DENS,SONI,LL9D,LL9S,MSFL,GrC,VCL,SW
11102,0.1854,2.355,82.51,0.539,0.646,0.803,103,0,1
11102.5,0.1841,2.355,83.3,0.539,0.601,0.803,103,0.006458,1
11103,0.183,2.349,83.3,0.559,0.578,0.799,103,0.04005,1
11103.5,0.1854,2.346,82.51,0.559,0.538,0.667,103,0.2707,1
11104,0.1878,2.347,81.72,0.52,0.543,0.656,103,0.2707,1
11104.5,0.1859,2.348,80.15,0.501,0.63,0.889,103,0.2707,1
11105,0.183,2.357,78.57,0.483,0.727,1.216,104.5,0.2819,1
11105.5,0.1783,2.367,77.39,0.52,0.814,1.35,109.1,0.3157,1
11106,0.1712,2.398,77,0.559,0.906,1.218,111.9,0.3362,1
11106.5,0.1736,2.425,78.18,0.623,0.967,1.344,114.4,0.355,1
11107,0.176,2.405,79.36,0.67,0.947,1.406,116.7,0.3719,1
11107.5,0.1792,2.395,79.67,0.72,0.847,1.349,116.7,0,1
11108,0.183,2.392,80.2,0.863,0.747,0.983,116.7,0,1
11108.5,0.1854,2.377,81.33,0.789,0.658,0.878,116.7,0,1
11109,0.1876,2.361,83.69,0.72,0.579,0.747,114.8,0,1
11109.5,0.1925,2.356,84.08,0.623,0.512,0.62,111.6,0,1
11110,0.1996,2.342,84.48,0.559,0.471,0.598,108,0,1
11110.5,0.2055,2.329,83.69,0.501,0.446,0.582,106.1,0,1
11111,0.2114,2.331,83.69,0.441,0.424,0.567,103,0,1
11111.5,0.209,2.312,83.69,0.403,0.42,0.556,98.49,0,1
11112,0.2069,2.29,82.51,0.382,0.435,0.538,96.74,0.02528,1
11112.5,0.2043,2.289,81.82,0.375,0.452,0.542,94.71,0.05463,1
11113,0.2001,2.295,80.94,0.375,0.466,0.608,90.93,0.07356,1
11113.5,0.1972,2.305,80.94,0.375,0.466,0.736,92.49,0.06499,1
11114,0.1925,2.323,82.12,0.375,0.469,0.663,93.95,0.04399,1
11114.5,0.1878,2.34,81.78,0.389,0.482,0.664,94.86,0.02689,1
11115,0.1878,2.339,81.33,0.418,0.488,0.823,95.47,0.03069,1
11115.5,0.1901,2.335,80.54,0.424,0.522,0.918,96.98,0.02221,1
11116,0.1901,2.341,79.36,0.433,0.54,0.824,96.98,0,1
11116.5,0.1854,2.355,78.97,0.449,0.549,0.733,95.47,0,1
11117,0.183,2.368,79.76,0.466,0.557,0.647,96.98,0,1
11117.5,0.1875,2.354,80.54,0.483,0.537,0.66,98.49,0,1
11118,0.1901,2.344,80.94,0.483,0.518,0.678,98.49,0,1
11118.5,0.1972,2.347,80.62,0.483,0.507,0.744,98.49,0,1
11119,0.1972,2.342,80.15,0.466,0.537,0.759,100,0,1
11119.5,0.196,2.35,80.54,0.466,0.518,0.819,100,0,1
11120,0.1925,2.363,81.72,0.483,0.5,0.688,96.98,0,1
11120.5,0.195,2.372,82.12,0.483,0.491,0.62,95.47,0,1
11121,0.1972,2.358,81.33,0.483,0.483,0.603,90.93,0,1
11121.5,0.1972,2.343,80.15,0.449,0.483,0.625,84.87,0,1
11122,0.1972,2.342,80.15,0.433,0.487,0.646,84.87,0,1
11122.5,0.1989,2.347,80.15,0.449,0.52,0.644,84.87,0,1
11123,0.1996,2.339,82.12,0.449,0.511,0.618,84.87,0,1
11123.5,0.2043,2.337,83.3,0.466,0.434,0.594,85.53,0,1
11124,0.209,2.341,84.09,0.454,0.432,0.517,86.39,0,1
11124.5,0.2114,2.325,83.88,0.449,0.41,0.481,87.9,0,1
11125,0.2122,2.297,83.69,0.433,0.395,0.466,89.79,0,1
11125.5,0.2138,2.292,84.12,0.403,0.389,0.466,90.93,0,1
11126,0.2114,2.29,84.48,0.375,0.389,0.465,90.22,0,1
11126.5,0.2114,2.284,84.48,0.349,0.389,0.449,89.41,0.002535,1
11127,0.2142,2.273,84.09,0.349,0.39,0.449,89.41,0.01641,1
11127.5,0.2161,2.281,83.3,0.349,0.403,0.451,89.41,0,1
11128,0.2185,2.286,82.91,0.336,0.408,0.485,90.37,0,1
11128.5,0.2161,2.288,83.3,0.336,0.418,0.526,90.93,0,1
11129,0.2145,2.29,83.3,0.336,0.425,0.558,92.44,0,1
11129.5,0.2114,2.3,83.3,0.349,0.434,0.56,93.95,0,1
11130,0.2079,2.314,82.12,0.36,0.45,0.596,92.44,0,1
11130.5,0.2019,2.328,81.96,0.375,0.467,0.625,93.95,0,1
11131,0.1965,2.329,81.74,0.375,0.485,0.672,93.95,0,1
11131.5,0.1913,2.335,81.51,0.389,0.521,0.721,92.44,0.01028,1
11132,0.1901,2.345,81.33,0.418,0.538,0.748,91.66,0,1
11132.5,0.1901,2.351,81.54,0.438,0.52,0.774,90.93,0,1
11133,0.1872,2.348,82.12,0.449,0.53,0.743,92.44,0.002148,1
11133.5,0.1862,2.341,81.86,0.466,0.539,0.674,94.35,0.03874,1
11134,0.1854,2.341,81.33,0.466,0.559,0.811,96.98,0.04676,1
11134.5,0.1854,2.354,81.12,0.475,0.58,0.998,101.5,0,1
11135,0.1839,2.352,80.94,0.483,0.601,0.998,101.5,0.02035,1
11135.5,0.1807,2.338,82.12,0.501,0.622,0.99,101.5,0.1055,1
11136,0.1807,2.325,82.34,0.52,0.6,0.746,101.5,0.1548,1
11136.5,0.183,2.32,82.51,0.539,0.558,0.722,104.2,0.1501,1
11137,0.1854,2.339,83.3,0.539,0.54,0.778,106.1,0.05435,1
11137.5,0.1878,2.339,83.3,0.539,0.518,0.796,109.1,0.03049,1
11138,0.1901,2.335,83.3,0.52,0.501,0.58,109.1,0.02221,1
11138.5,0.1925,2.329,82.12,0.497,0.484,0.624,106.1,0.02122,1
11139,0.1925,2.332,80.94,0.466,0.502,0.695,104.5,0.009838,1
11139.5,0.1854,2.354,80.15,0.433,0.54,0.755,104.5,0,1
11140,0.1807,2.367,79.36,0.442,0.601,0.881,104.5,0,1
11140.5,0.1783,2.375,80.15,0.466,0.623,0.997,104.5,0,1
11141,0.1807,2.375,81.33,0.483,0.645,0.928,106.1,0,1
11141.5,0.183,2.365,82.61,0.559,0.548,0.892,106.1,0,1
11142,0.1901,2.353,83.3,0.601,0.483,0.646,101.5,0,1
11142.5,0.2067,2.336,83.47,0.579,0.449,0.623,96.98,0,1
11143,0.2067,2.333,83.69,0.539,0.433,0.623,96.11,0,1
11143.5,0.2019,2.318,83.69,0.501,0.418,0.623,93.95,0,1
11144,0.1989,2.324,83.69,0.449,0.418,0.579,93.26,0,1
11144.5,0.1948,2.319,83.32,0.403,0.418,0.579,92.44,0.03551,1
11145,0.1948,2.314,82.91,0.396,0.418,0.579,90.93,0.05449,1
11145.5,0.1948,2.312,82.12,0.389,0.418,0.601,90.09,0.06208,1
11146,0.1948,2.314,82.31,0.389,0.418,0.646,89.41,0.05449,1
11146.5,0.1901,2.321,82.51,0.389,0.408,0.601,88.6,0.07534,1
11147,0.1901,2.329,82.91,0.389,0.396,0.601,87.9,0.04498,1
11147.5,0.1926,2.308,83.3,0.389,0.384,0.601,86.39,0.1,1
11148,0.1948,2.306,83.55,0.389,0.375,0.559,85.52,0.08485,1
11148.5,0.1972,2.309,83.69,0.375,0.349,0.539,84.12,0.04981,1
11149,0.1999,2.293,82.91,0.367,0.325,0.45,80.33,0.08346,1
11149.5,0.2055,2.28,82.73,0.355,0.302,0.434,75.79,0.06815,1
11150,0.2114,2.28,82.51,0.336,0.299,0.403,70.5,0.01771,1
11150.5,0.209,2.275,82.68,0.313,0.291,0.403,66.71,0.0006571,1
11151,0.2067,2.271,82.91,0.295,0.291,0.403,66.71,0.0006571,1
11151.5,0.2067,2.264,82.91,0.281,0.291,0.403,66.71,0.0006571,1
11152,0.2067,2.265,82.91,0.271,0.291,0.362,66.71,0.0006571,1
11152.5,0.2077,2.267,82.74,0.271,0.291,0.362,66.71,0.0006571,1
11153,0.209,2.274,82.51,0.271,0.291,0.362,66.71,0.0006571,1
11153.5,0.2043,2.282,81.89,0.271,0.311,0.432,66.71,0.0006571,1
11154,0.1972,2.282,81.33,0.271,0.323,0.433,68.23,0.0119,1
11154.5,0.1948,2.273,80.87,0.271,0.335,0.433,71.25,0.03441,1
11155,0.1972,2.283,80.15,0.281,0.348,0.441,72.77,0.04566,1
11155.5,0.1996,2.279,79.76,0.291,0.349,0.45,74.28,0.0569,1
11156,0.2043,2.273,80.94,0.313,0.349,0.422,74.28,0.0569,1
11156.5,0.2043,2.279,81.29,0.313,0.337,0.392,72.77,0.04566,1
11157,0.2043,2.282,81.55,0.324,0.337,0.403,72.77,0.04566,1
11157.5,0.2019,2.279,81.72,0.313,0.324,0.403,71.74,0.03802,1
11158,0.2007,2.284,81.33,0.313,0.334,0.403,71.25,0.0344,1
11158.5,0.1996,2.293,81.16,0.302,0.348,0.418,71.25,0.03441,1
11159,0.1969,2.302,80.94,0.302,0.349,0.41,71.25,0.03441,1
11159.5,0.1948,2.3,80.94,0.302,0.349,0.403,71.25,0.03441,1
11160,0.1878,2.296,80.94,0.302,0.359,0.424,71.25,0.03441,1
11160.5,0.183,2.298,80.94,0.313,0.374,0.446,73.54,0.0514,1
11161,0.1807,2.301,80.94,0.313,0.375,0.433,76.16,0.07091,1
11161.5,0.1783,2.308,80.94,0.317,0.375,0.449,78.82,0.09066,1
11162,0.176,2.304,80.94,0.324,0.386,0.474,81.46,0.1103,1
11162.5,0.176,2.319,80.94,0.336,0.397,0.771,83.36,0.1244,1
11163,0.1736,2.317,82.07,0.349,0.414,0.762,87.9,0.1582,1
11163.5,0.1712,2.318,83.1,0.353,0.427,0.663,92.44,0.1919,1
11164,0.1724,2.311,84.09,0.362,0.447,0.641,96.01,0.2185,1
11164.5,0.176,2.306,84.23,0.37,0.461,0.695,100,0.2482,1
11165,0.176,2.334,84.48,0.389,0.49,0.835,103.3,0.2723,1
11165.5,0.176,2.362,83.1,0.418,0.543,1.026,107.6,0.3044,1
11166,0.1712,2.38,82.28,0.428,0.604,1.073,115.6,0.3644,1
11166.5,0.1665,2.388,82.12,0.449,0.672,1.337,121.2,0.4057,1
11167,0.1652,2.393,82.12,0.475,0.788,1.383,122.7,0.4167,1
11167.5,0.1641,2.406,82.51,0.501,0.892,1.383,124.2,0.4282,1
11168,0.1665,2.43,82.51,0.559,0.949,1.626,127.3,0.4507,1
11168.5,0.1736,2.449,82.51,0.634,0.986,1.872,130.3,0.4732,1
11169,0.1783,2.467,82.51,0.707,1.027,1.808,128.8,0.4619,1
11169.5,0.1801,2.456,82.51,0.774,1.067,1.783,128.8,0.4619,1
11170,0.1878,2.448,82.12,0.833,1.103,1.783,128.8,0.4619,1
11170.5,0.1878,2.445,80.74,0.863,1.126,1.793,127,0.4491,1
11171,0.1878,2.454,79.76,0.895,1.145,1.823,125,0.4338,1
11171.5,0.1803,2.464,77.39,0.928,1.181,1.987,122.8,0.4176,1
11172,0.1736,2.459,76.61,0.963,1.224,2.171,121.2,0.4057,1
11172.5,0.1689,2.459,76.61,0.998,1.275,2.177,116.7,0.3719,1
11173,0.1641,2.462,77.39,1.014,1.287,1.941,113.6,0.3494,1
11173.5,0.1641,2.451,77.76,1.035,1.287,1.87,112.1,0.3382,1
11174,0.1689,2.437,79.36,1.035,1.267,1.743,112.1,0.3382,1
11174.5,0.176,2.437,79.36,1.073,1.166,1.453,109.1,0.3157,1
11175,0.1783,2.442,79.36,1.073,1.044,1.243,107.6,0.3044,1
11175.5,0.1796,2.43,80.54,0.928,0.959,1.387,106.7,0.2979,1
11176,0.1807,2.429,81.17,0.863,0.892,1.268,105.3,0.2875,1
11176.5,0.1779,2.409,82.12,0.818,0.83,1.059,104.5,0.2819,1
11177,0.1736,2.397,83.69,0.768,0.771,0.978,104.5,0.2819,1
11177.5,0.176,2.381,83.69,0.72,0.731,0.967,106.1,0.2932,1
11178,0.1807,2.366,83.69,0.623,0.718,0.936,106.7,0.2976,1
11178.5,0.1866,2.369,82.91,0.601,0.734,0.965,107.6,0.3044,1
11179,0.1887,2.384,82.47,0.559,0.757,1.023,112.1,0.3382,1
11179.5,0.1901,2.399,82.12,0.559,0.787,1.08,115.1,0.3607,1
11180,0.1885,2.402,82.12,0.559,0.812,1.174,116.7,0.3719,1
11180.5,0.1854,2.415,81.78,0.579,0.825,1.25,115.1,0.3607,1
11181,0.1807,2.414,81.33,0.62,0.851,1.371,113.6,0.3494,1
11181.5,0.1807,2.412,81.33,0.646,0.863,1.438,112.1,0.3382,1
11182,0.1807,2.425,81.33,0.695,0.863,1.414,109.1,0.3157,1
11182.5,0.1807,2.43,81.33,0.695,0.863,1.321,112,0.3373,1
11183,0.1807,2.435,80.58,0.72,0.882,1.328,113.6,0.3494,1
11183.5,0.183,2.416,80.15,0.72,0.892,1.431,112.1,0.3382,1
11184,0.1807,2.415,80.15,0.72,0.863,1.487,107.6,0.3044,1
11184.5,0.1782,2.414,81.33,0.72,0.786,1.221,107.6,0.3044,1
11185,0.176,2.4,82.51,0.72,0.747,0.997,107.6,0.3044,1
11185.5,0.1736,2.387,82.51,0.72,0.747,1.003,108.4,0.3108,1
11186,0.1712,2.391,82.51,0.646,0.747,1.083,109.1,0.3157,1
11186.5,0.1712,2.4,82.51,0.601,0.759,1.161,112.1,0.3382,1
11187,0.1736,2.409,81.72,0.623,0.777,1.039,115.1,0.3607,1
11187.5,0.1783,2.419,80.94,0.646,0.788,0.964,115.1,0.3607,1
11188,0.1791,2.394,80.54,0.657,0.799,1.119,110.6,0.3269,1
11188.5,0.18,2.39,80.54,0.67,0.803,1.289,107.6,0.3044,1
11189,0.1807,2.392,81.65,0.695,0.803,1.251,106.9,0.2992,1
11189.5,0.176,2.398,82.12,0.695,0.803,1.067,106.1,0.2932,1
11190,0.1753,2.404,80.94,0.679,0.822,0.999,107.6,0.3044,1
11190.5,0.1743,2.422,78.97,0.67,0.884,1.16,107.2,0.3016,1
11191,0.1724,2.439,79.36,0.697,0.954,1.452,106.6,0.2974,1
11191.5,0.1712,2.456,81.33,0.747,0.979,1.498,106.1,0.2932,1
11192,0.1736,2.427,81.79,0.824,0.888,1.29,104.5,0.2819,1
11192.5,0.1807,2.404,82.51,0.895,0.777,1.077,106.7,0.2976,1
11193,0.1901,2.392,83.3,0.803,0.705,0.974,107.6,0.3044,1
11193.5,0.192,2.392,82.85,0.733,0.661,0.951,110.6,0.3269,1
11194,0.186,2.383,82.51,0.631,0.65,0.991,113.6,0.3494,1
11194.5,0.182,2.381,82.12,0.559,0.683,1.03,116.7,0.3719,1
11195,0.1724,2.395,81.33,0.539,0.735,1.137,115.1,0.3607,1
11195.5,0.1689,2.408,82.12,0.559,0.777,1.172,115.1,0.3607,1
11196,0.1724,2.422,82.12,0.601,0.761,1.162,115.1,0.3607,1
11196.5,0.176,2.425,81.72,0.695,0.71,1.223,113.6,0.3494,1
11197,0.1755,2.412,81.33,0.72,0.678,1.094,114.3,0.3541,1
11197.5,0.1747,2.409,79.76,0.623,0.674,0.902,115.1,0.3607,1
11198,0.1736,2.412,79.76,0.601,0.695,0.993,116.7,0.3719,1
11198.5,0.1712,2.418,80.74,0.601,0.744,1.385,116.7,0.3719,1
11199,0.1723,2.405,82.12,0.72,0.791,1.286,116.7,0.3719,1
11199.5,0.1736,2.395,82.51,0.803,0.742,1.04,116.7,0.3719,1
11200,0.176,2.394,82.28,0.833,0.71,0.874,109.1,0.3157,1
11200.5,0.1783,2.392,82.12,0.72,0.666,0.951,105.3,0.2875,1
11201,0.1783,2.39,82.12,0.634,0.637,1.041,102.9,0.27,1
11201.5,0.1807,2.385,82.12,0.601,0.598,1.01,101.5,0.2593,1
11202,0.1854,2.379,82.69,0.67,0.567,0.84,102.6,0.2672,1
11202.5,0.1878,2.361,82.91,0.569,0.516,0.678,103,0.2705,1
11203,0.1901,2.34,80.78,0.512,0.501,0.674,103,0.002936,1
11203.5,0.192,2.336,79.76,0.483,0.503,0.698,106,0,1
11204,0.187,2.348,78.88,0.449,0.525,0.744,106.8,0.004153,1
11204.5,0.176,2.36,78.18,0.418,0.569,0.872,107.5,0.06898,1
11205,0.1731,2.365,78.18,0.466,0.628,0.926,109.1,0.07858,1
11205.5,0.1689,2.368,78.18,0.52,0.661,0.966,107.5,0.1095,1
11206,0.1689,2.372,78.18,0.579,0.682,1.013,109,0.3153,1
11206.5,0.1689,2.365,79.18,0.601,0.693,1.056,109,0.3153,1
11207,0.1701,2.372,79.76,0.646,0.664,0.914,109,0.3152,1
11207.5,0.176,2.359,81.99,0.646,0.609,0.808,109.6,0.3194,1
11208,0.1776,2.354,82.99,0.604,0.56,0.775,110.5,0.3265,1
11208.5,0.1784,2.355,83.3,0.559,0.554,0.765,111.4,0.3331,1
11209,0.18,2.35,83.3,0.52,0.522,0.693,113.6,0.3489,1
11209.5,0.1784,2.349,82.12,0.501,0.539,0.678,112.9,0.3442,1
11210,0.179,2.356,82.12,0.483,0.539,0.683,112,0.3376,1
11210.5,0.182,2.36,81.72,0.483,0.538,0.768,110.5,0.3263,1
11211,0.184,2.356,82.12,0.501,0.53,0.69,110.5,0.3263,1
11211.5,0.182,2.349,82.47,0.501,0.518,0.646,110.5,0.3263,1
11212,0.179,2.342,82.91,0.492,0.502,0.647,110.5,0.3262,1
11212.5,0.1737,2.354,83.3,0.483,0.522,0.679,110.5,0.3262,1
11213,0.1721,2.375,82.91,0.466,0.559,0.807,110.5,0.3262,1
11213.5,0.1714,2.378,82.91,0.466,0.583,0.862,110.5,0.3261,1
11214,0.169,2.37,82.51,0.483,0.649,0.873,110.5,0.3261,1
11214.5,0.169,2.376,82.12,0.52,0.695,1.059,113.5,0.3486,1
11215,0.1714,2.384,81.86,0.559,0.706,1.144,114.7,0.3574,1
11215.5,0.1761,2.387,81.72,0.623,0.722,1.001,116.5,0.371,1
11216,0.1775,2.375,81.72,0.67,0.747,1.07,116.5,0.371,1
11216.5,0.1785,2.375,82.12,0.695,0.747,1.111,116.5,0.371,1
11217,0.1785,2.387,82.33,0.695,0.747,1.073,118,0.3822,1
11217.5,0.1785,2.405,82.51,0.695,0.746,1.051,116.5,0.3709,1
11218,0.1785,2.414,82.91,0.67,0.72,1.036,116.5,0.3709,1
11218.5,0.1772,2.415,82.12,0.646,0.72,1.074,116.5,0.3709,1
11219,0.173,2.41,81.15,0.623,0.721,1.122,116.5,0.3708,1
11219.5,0.165,2.425,79.56,0.649,0.763,1.247,119.5,0.3933,1
11220,0.162,2.444,78.86,0.67,0.805,1.543,121,0.4045,1
11220.5,0.165,2.453,78.57,0.702,0.896,1.599,121,0.4045,1
11221,0.1667,2.461,79.45,0.747,0.929,1.601,124.1,0.427,1
11221.5,0.1667,2.456,81.53,0.803,0.962,1.72,125.6,0.4382,1
11222,0.1691,2.454,82.91,0.895,0.928,1.718,126.4,0.4446,1
11222.5,0.1738,2.457,83.35,0.895,0.928,1.542,127.1,0.4494,1
11223,0.1738,2.437,83.69,0.848,0.928,1.435,128.2,0.4576,1
11223.5,0.1833,2.437,83.69,0.803,0.947,1.599,131.6,0.4831,1
11224,0.1857,2.447,83.3,0.803,0.963,1.599,133.1,0.4943,1
11224.5,0.1857,2.469,82.91,0.803,0.963,1.487,133.1,0.4943,1
11225,0.1928,2.492,83.12,0.833,0.928,1.436,133.1,0.4943,1
11225.5,0.1963,2.513,83.3,0.863,0.928,1.383,131.6,0.483,1
11226,0.2282,2.505,82.45,0.774,0.895,1.287,131.6,0.4829,1
11226.5,0.2046,2.503,79.63,0.761,0.963,1.367,131.6,0.4829,1
11227,0.1597,2.512,74.64,0.747,1.196,1.687,131.6,0.4829,1
11227.5,0.1557,2.513,72.67,0.863,1.485,2.857,137.6,0.5279,1
11228,0.1526,2.506,71.09,1.054,1.686,2.395,142.2,0.5616,1
11228.5,0.1526,2.51,72.67,1.241,1.784,1.547,146.7,0.5953,1
11229,0.1574,2.49,73.85,1.658,1.263,2.657,157.8,0.6778,1
11229.5,0.162,2.463,79.56,1.318,1.073,1.073,173.6,0.7951,1
11230,0.1704,2.437,86.84,1.035,0.963,1.434,184.5,0.8765,1
11230.5,0.1788,2.41,91.57,0.928,0.863,1.218,199.7,0.9889,1
11231,0.1988,2.432,94.72,0.774,0.864,1.197,219.3,1,1
11231.5,0.2387,2.456,96.29,0.646,0.929,1.287,236,1,1
11232,0.2684,2.479,96.69,0.695,0.999,1.436,242.4,0.8858,1
11232.5,0.2985,2.492,96.69,0.72,1.073,1.652,251.1,0.9384,1
11233,0.3133,2.497,97.47,0.803,1.101,1.244,257.2,0.9747,1
11233.5,0.3275,2.491,96.69,0.833,1.154,1.547,263.2,1,1
11234,0.3205,2.487,95.11,0.852,1.193,1.84,261.7,1,1
11234.5,0.3063,2.507,94.29,0.879,1.242,1.547,261.7,1,1
11235,0.2803,2.504,92.95,0.928,1.303,1.794,254.1,0.9564,1
11235.5,0.2711,2.513,91.28,0.949,1.384,2.121,245,0.9019,1
11236,0.2496,2.486,90.78,0.963,1.409,1.788,232.3,0.8253,1
11236.5,0.2488,2.448,90.39,1.113,1.418,1.924,217.8,0.7383,1
11237,0.2473,2.41,88.81,1.035,1.086,2.014,213.6,0.713,1
11237.5,0.2354,2.372,87.63,0.928,0.957,1.2,207.9,0.6792,1
11238,0.2165,2.346,87.02,0.833,0.858,0.995,207.2,0.6746,1
11238.5,0.2,2.379,85.27,0.707,0.88,1.144,208.7,0.6837,1
11239,0.2,2.412,83.3,0.646,1.144,1.896,210.2,0.6928,1
11239.5,0.2,2.444,81.72,0.695,1.399,2.79,208.7,0.6836,1
11240,0.2,2.438,82.32,0.879,1.534,3.025,207.2,0.6745,1
11240.5,0.1927,2.426,83.69,1.287,1.411,1.778,204.1,0.6563,1
11241,0.1859,2.407,83.69,1.222,1.2,1.713,202.4,0.646,1
11241.5,0.1835,2.398,83.26,1.113,1.11,1.657,201.1,0.6381,1
11242,0.1849,2.395,82.91,0.998,1.122,1.665,196.6,0.6108,1
11242.5,0.1859,2.418,82.12,0.963,1.209,1.747,192.5,0.5866,1
11243,0.1835,2.423,80.94,0.928,1.293,1.868,185.9,0.5472,1
11243.5,0.1764,2.421,80.15,0.963,1.342,2.042,182.5,0.5263,1
11244,0.1694,2.417,80.94,0.998,1.323,2.449,171.6,0.4608,1
11244.5,0.1646,2.402,81.72,1.113,1.014,2.542,155.7,0.3654,1
11245,0.1623,2.38,82.91,1.016,0.877,1.418,152.3,0.3451,1
11245.5,0.1623,2.357,84.48,0.833,0.747,0.998,149.6,0.329,1
11246,0.1623,2.327,84.48,0.707,0.625,0.998,149.6,0.329,1
11246.5,0.1647,2.297,84.48,0.631,0.578,0.935,145.8,0.3062,1
11247,0.167,2.298,84.09,0.539,0.559,0.739,143.5,0.2926,1
11247.5,0.1681,2.291,82.51,0.501,0.559,0.72,143.5,0.2926,1
11248,0.1694,2.281,81.72,0.483,0.559,0.72,145,0.3016,1
11248.5,0.1706,2.292,81.33,0.48,0.559,0.72,151.1,0.3379,1
11249,0.1671,2.303,82.12,0.475,0.561,0.72,155.6,0.3652,1
11249.5,0.1681,2.309,82.46,0.469,0.57,0.72,158.8,0.384,1
11250,0.1694,2.309,82.91,0.466,0.585,0.761,160.2,0.3924,1
11250.5,0.1718,2.319,83.3,0.483,0.615,0.823,161.7,0.3923,1
11251,0.1742,2.327,82.71,0.49,0.656,0.803,158.6,0.3808,1
11251.5,0.1773,2.335,82.51,0.501,0.663,0.868,155.6,0.3651,1
11252,0.1789,2.333,82.51,0.539,0.637,0.966,154.1,0.356,1
11252.5,0.1796,2.329,82.91,0.579,0.613,0.945,154.1,0.3559,1
11253,0.1813,2.337,82.91,0.623,0.594,0.793,155.6,0.365,1
11253.5,0.1825,2.329,82.91,0.601,0.559,0.678,156.5,0.3703,1
11254,0.1837,2.331,82.91,0.559,0.546,0.702,158.6,0.3721,1
11254.5,0.1837,2.329,82.12,0.539,0.566,0.752,157.1,0.374,1
11255,0.1837,2.336,81.72,0.52,0.589,0.83,155.6,0.3649,1
11255.5,0.1837,2.34,81.72,0.501,0.596,0.861,154.1,0.3559,1
11256,0.1837,2.322,81.72,0.549,0.586,0.803,152.6,0.3467,1
11256.5,0.1872,2.305,82.51,0.601,0.571,0.707,154.1,0.3558,1
11257,0.1906,2.287,83.51,0.601,0.548,0.677,158.6,0.383,1
11257.5,0.1931,2.286,84.48,0.52,0.548,0.691,164.6,0.4193,1
11258,0.1955,2.291,83.93,0.501,0.571,0.663,170.7,0.4209,1
11258.5,0.1955,2.297,83.69,0.483,0.579,0.87,173.7,0.4129,1
11259,0.1955,2.308,84.88,0.483,0.579,0.913,179.8,0.3984,1
11259.5,0.1967,2.325,85.27,0.52,0.561,0.78,185.8,0.3754,1
11260,0.2026,2.327,85.27,0.52,0.59,0.718,191.9,0.5828,1
11260.5,0.2074,2.34,86.06,0.52,0.66,0.781,197.9,0.6191,1
11261,0.2121,2.377,87.24,0.501,0.738,1.103,202.5,0.6463,1
11261.5,0.2216,2.414,86.71,0.583,0.812,1.458,202.5,0.6463,1
11262,0.2318,2.448,85.07,0.623,0.779,1.44,196.4,0.6099,1
11262.5,0.2357,2.411,81.33,0.72,0.73,1.047,194.9,0.6008,1
11263,0.2239,2.375,80.15,0.863,0.716,1.029,197.9,0.619,1
11263.5,0.1909,2.339,80.15,0.863,0.754,0.946,198.4,0.622,1
11264,0.1861,2.333,80.15,0.747,0.799,0.892,199.4,0.628,1
11264.5,0.1909,2.352,82.12,0.631,0.848,1.098,197.9,0.6189,1
11265,0.2003,2.386,83.69,0.623,0.878,2.184,193.3,0.5916,1
11265.5,0.2121,2.421,84.13,0.646,0.895,1.824,188.2,0.5607,1
11266,0.224,2.451,84.48,0.747,0.784,1.099,182.1,0.5239,1
11266.5,0.2133,2.414,83.69,0.879,0.708,0.882,176.7,0.4916,1
11267,0.198,2.377,81.92,0.928,0.677,0.858,173.7,0.306,1
11267.5,0.1952,2.339,81.33,0.789,0.652,0.99,178.2,0.3574,1
11268,0.1909,2.314,80.54,0.623,0.643,0.898,177.4,0.392,1
11268.5,0.1895,2.327,82.51,0.579,0.664,0.761,176.7,0.3753,1
11269,0.1874,2.326,83.69,0.559,0.689,0.837,176.7,0.3774,1
11269.5,0.1862,2.323,83.3,0.559,0.714,0.945,179.7,0.3818,1
11270,0.1839,2.334,81.72,0.559,0.741,0.961,181.2,0.3681,1
11270.5,0.1815,2.343,79.36,0.559,0.798,0.985,177.5,0.357,1
11271,0.1744,2.35,77.79,0.59,0.798,1.534,173.6,0.3502,1
11271.5,0.1673,2.379,76.21,0.623,0.786,1.719,170.6,0.455,1
11272,0.1567,2.417,74.83,0.623,0.773,1.346,170.6,0.455,1
11272.5,0.1484,2.454,74.64,0.635,0.941,2.064,178.2,0.5004,1
11273,0.1532,2.465,74.64,0.646,1.063,1.647,181.2,0.5186,1
11273.5,0.1744,2.461,83.3,0.695,1.112,1.348,184.2,0.5367,1
11274,0.2028,2.463,83.3,0.803,1.113,1.764,184.2,0.5367,1
11274.5,0.2075,2.478,80.87,0.866,1.113,1.783,182.7,0.5276,1
11275,0.2099,2.491,80.54,0.928,1.113,1.546,178.1,0.5003,1
11275.5,0.2052,2.485,79.36,0.998,1.113,1.542,178.1,0.5003,1
11276,0.1981,2.462,83.69,0.928,1.157,1.542,181.2,0.5184,1
11276.5,0.191,2.409,81.72,0.928,0.986,1.004,188.7,0.5638,1
11277,0.1839,2.374,78.97,0.963,0.835,0.898,193.3,0.5912,1
11277.5,0.1827,2.364,78.18,0.963,0.775,0.774,200.1,0.6319,1
11278,0.1816,2.357,79.76,0.803,0.707,0.833,208.4,0.6819,1
11278.5,0.184,2.362,80.15,0.72,0.67,0.895,212.9,0.7091,1
11279,0.1863,2.368,80.15,0.67,0.695,0.959,213.6,0.7133,1
11279.5,0.1863,2.397,81.53,0.601,0.833,1.156,214.4,0.7182,1
